data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1884497,466,MLI2310,2310,2-Oct-18,2018,1,Violence against civilians,Katiba Macina,,2,Civilians (Mali),Bambara Ethnic Group (Mali); Farmers (Mali),7,27,Western Africa,Mali,Mopti,Djenne,Derary,Sare-Male,14.0875,-4.4289,2,Menastream,Other,"On October 2, Katiba Macina militants opened fire against two Bambara farmers including a woman in the area of Sare-Male, both were severely wounded and transferred to the hospital in Sevare where the woman succumbed to her wounds.",1,1539017176,MLI
1884495,854,MLI2308,2308,1-Oct-18,2018,1,Battle-No change of territory,Unidentified Armed Group (Burkina Faso),,3,Police Forces of Burkina Faso (2015-) Gendarmerie,,1,13,Western Africa,Mali,Mopti,Bankass,Sokoura,Lanfiera,13.4456,-3.7519,1,AIB,National,"On October 1, militants attacked the gendarmerie in Lanfiera, wounding three gendarmes severely and inflicting material damages.",0,1539017176,BFA
1884494,466,MLI2307,2307,30-Sep-18,2018,1,Battle-No change of territory,Katiba Al Mansour,,2,Military Forces of Mali (2013-),,1,12,Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,2,Kibaru; Maliactu; Menastream; Studio Tamani,Other-Subnational,"On September 30, presumed Katiba Al Mansour militants ambushed a Malian army convoy between Gossi and Hombori (coded as Gossi at geo precision 2), killing one soldier and wounding six others including at least one civilian, two technicals with heavy machine guns mounted were seized as spoils of war.",1,1539017176,MLI
1883844,466,MLI2305,2305,29-Sep-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Tuareg Ethnic Group (Mali),7,37,Western Africa,Mali,Gao,Ansongo,Tin Hamma,Amalaoulaou,15.4024,1.297,1,Studio Tamani,Subnational,"On September 29, unknown gunmen aboard motorbikes attacked the village of Amalaoulaou and several surrounding hamlets, killing at least 22 members of the Idourfane community. Coded as two events in Amalaoulaou geo prec 1 and 2, with fatalities spread across the two events.",11,1538773383,MLI
1883845,466,MLI2306,2306,29-Sep-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Tuareg Ethnic Group (Mali),7,37,Western Africa,Mali,Gao,Ansongo,Tin Hamma,Amalaoulaou,15.4024,1.297,2,Studio Tamani,Subnational,"On September 29, unknown gunmen aboard motorbikes attacked the village of Amalaoulaou and several surrounding hamlets, killing at least 22 members of the Idourfane community. Coded as two events in Amalaoulaou geo prec 1 and 2, with fatalities spread across the two events.",11,1538773383,MLI
1883842,466,MLI2303,2303,28-Sep-18,2018,1,Violence against civilians,Dozo Militia,,4,Civilians (Mali),Fulani Ethnic Group (Mali); Herders (Mali),7,47,Western Africa,Mali,Segou,Macina,Sana,Sewere,13.8111,-4.9874,2,Whatsapp,Other,"On September 28, Dozo militiamen abducted four Fulani men in the village of Sewere, they were executed a few kilometers from the village.",4,1538773383,MLI
1883843,466,MLI2304,2304,28-Sep-18,2018,1,Violence against civilians,AQIM: Al Qaeda in the Islamic Maghreb,,2,Civilians (Mali),CMA: Coordination of Movements of the Azawad,7,27,Western Africa,Mali,Tombouctou,Tombouctou,Alafia,Tintelloute,16.6762,-3.1761,2,Kibaru,Subnational,"On September 28, presumed AQIM militants attempted to assassinate CMA coordinator Ahma Ag Mohamed Aly a few kilometers west of Timbuktu on the road toward Tintelloute (coded as Tintelloute at geoprecision 2), he escaped unharmed but his vehicle was hit by multiple rounds of gunfire.",0,1538773383,MLI
1883837,466,MLI2298,2298,27-Sep-18,2018,1,Strategic development,Katiba Macina,,2,,,0,20,Western Africa,Mali,Mopti,Tenenkou,Toguere Coumbe,Toguere‐Koumbe,14.9169,-4.5948,1,Whatsapp,Other,"Looting: On September 27, Katiba Macina militants seized all the working oxen of the village of Toguere-Koumbe, the village has been besieged for months by the militants.",0,1538773383,MLI
1883838,466,MLI2299,2299,27-Sep-18,2018,1,Strategic development,Military Forces of France,,8,CMA: Coordination of Movements of the Azawad,HCUA: High Council for the Unity of Azawad,2,28,Western Africa,Mali,Gao,Menaka,Menaka,Menaka,15.9182,2.4022,1,Kibaru; Opex 360,Other-Subnational,"Arrests: On September 27, French forces of operation Barkhane carried out an airborne operation by dropping 120 parachutists near Menaka, the landing was ensued by a raid on the CMA headquarters in the town of Menaka where eight CMA combatants arrested on suspicion of collusion with Islamist militant groups, and arms and a vehicle seized.",0,1538773383,MLI
1883839,466,MLI2300,2300,27-Sep-18,2018,1,Remote violence,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Western Africa,Mali,Gao,Ansongo,Tin Hamma,Amalaoulaou,15.4024,1.297,2,Menastream,Other,"On September 27, three civilians were wounded by the explosion of an IED which struck the vehicle they were travelling in near Amalaoulaou.",0,1538773383,MLI
1883840,466,MLI2301,2301,27-Sep-18,2018,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,33,Western Africa,Mali,Gao,Ansongo,Tin Hamma,Amalaoulaou,15.4024,1.297,2,Walid Le Berbere,Local,"On September 27, unknown gunmen attacked a GATIA position near Amalaoulaou, killing two combatants and seizing three motorbikes.",2,1538773383,MLI
1883841,466,MLI2302,2302,27-Sep-18,2018,1,Strategic development,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,,,0,30,Western Africa,Mali,Gao,Ansongo,Talataye,Tamkoutat,16.4032,0.9921,1,Menastream,Other,"Property destruction: On September 27, GATIA militiamen burned motorbikes belonging to marketgoers in Tamkoutat.",0,1538773383,MLI
1883834,466,MLI2295,2295,26-Sep-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Tuareg Ethnic Group (Mali),7,37,Western Africa,Mali,Tombouctou,Gourma‐Rharous,Gossi,Gossi,15.8196,-1.2911,2,Kibaru,Subnational,"On September 26, unknown gunmen abducted two members of the Tuareg Ifartatane faction in Kaygourou on the western river bank of the town Gossi (coded as Gossi at geoprecision 2).",0,1538773383,MLI
1883835,466,MLI2296,2296,26-Sep-18,2018,1,Remote violence,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-),,1,13,Western Africa,Mali,Mopti,Douentza,Gandamia,Senamongo,15.4709,-2.7715,2,Kibaru,Subnational,"On September 26, seven soldiers and a civilian driver were killed by the explosion of an IED about 50km north of Douentza on the road toward Bambara-Maoude (coded as Senamongo at geoprecision 2 which is an approximate location).",8,1538773383,MLI
1883836,466,MLI2297,2297,26-Sep-18,2018,1,Remote violence,Ansar Dine,,3,Military Forces of France,,8,38,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Walid Le Berbere,Local,"On September 26, a Barkhane vehicle was struck by an IED in Kidal, no casualties reported. The IED is believed to have been planted by Ansar Dine.",0,1538773383,MLI
1883832,466,MLI2293,2293,25-Sep-18,2018,1,Battle-No change of territory,Katiba Serma,,2,Military Forces of Mali (2013-),,1,12,Western Africa,Mali,Mopti,Douentza,Douentza,Simbi,15.1348,-1.9828,2,Studio Tamani-Kibaru,Subnational,"On September 25, presumed Katiba Serma militants attacked a Malian army escort convoy between Simbi and Boni (coded as Simbi at geoprecision 2), two tank trucks were set ablaze.",0,1538773383,MLI
1883833,466,MLI2294,2294,25-Sep-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Tuareg Ethnic Group (Mali),7,37,Western Africa,Mali,Gao,Menaka,Menaka,Intibsite,15.9036,1.8373,2,Studio Tamani,Subnational,"On September 25, unknown gunmen attacked two Ibogalitane camps in the area of Intibsite (Tinipchi) not far from Inekar-Ouest, killing 27 civilians.",27,1538773383,MLI
1883829,466,MLI2290,2290,24-Sep-18,2018,1,Remote violence,AQIM: Al Qaeda in the Islamic Maghreb,,2,Military Forces of Mali (2013-),,1,12,Western Africa,Mali,Tombouctou,Niafunke,Soumpi,Soumpi,15.8436,-4.3255,2,Studio Tamani,Subnational,"On September 24, two Malian soldiers were killed and two others wounded by the explosion of an IED between Soumpi and Niafunke (coded as Soumpi at geoprecision 2). The IED was likely planted by AQIM militants.",2,1538773383,MLI
1883830,466,MLI2291,2291,24-Sep-18,2018,1,Remote violence,Katiba Macina,,2,Dozo Militia,,4,24,Western Africa,Mali,Mopti,Tenenkou,Diafarabe,Tomona,14.0521,-5.0639,2,Menastream,Other,"On September 24, four Dozos were killed by the explosion of an IED in the area of Tomona, commune of Diafarabe, Mopti Region. The IED was most likely planted by Katiba Macina militants.",4,1538773383,MLI
1883831,466,MLI2292,2292,24-Sep-18,2018,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-),,1,13,Western Africa,Mali,Mopti,Tenenkou,Kareri,Dioura,14.825,-5.255,1,Studio Tamani,Subnational,"On September 24, an unknown individual armed with hatchet killed a soldier and seized his weapon on the market in Dioura, the Malian army responded by arresting a number of people.",1,1538773383,MLI
1883828,466,MLI2289,2289,23-Sep-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Tuareg Ethnic Group (Mali),7,37,Western Africa,Mali,Gao,Gao,Ntillit,Ntillit,15.5461,-0.4606,2,Kibaru,Subnational,"On September 23, unknown gunmen attacked a vehicle in the area of Ntillit, killing a leader of the Issamedawane faction of the Tuareg Kel Essouk and his driver.",2,1538773383,MLI
1884123,466,MLI2288,2288,22-Sep-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Arab Ethnic Group (Mali); Tuareg Ethnic Group (Mali),7,37,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Menastream; VOA,Other-Regional,"On September 22, unknown gunmen shot dead the chiefs of the Oulad Malouk (Arab) and Techrerat (Tuareg Taghat Mellet) tribal fractions (Seyd Ould Cheick El Malouki and Mohamed Ag Aljimit), in the Aliou neighborhood of Kidal.",2,1538773395,MLI
1884122,466,MLI2287,2287,21-Sep-18,2018,1,Riots/Protests,Rioters (Mali),,5,Police Forces of Mali (2013-),,1,15,Western Africa,Mali,Bamako,Bamako,Kalban‐Coro,Commune IV,12.6117,-8.0439,1,Jeune Afrique,Regional,"On September 21, security forces fired tear gas in the Commune IV area of Bamako to disperse opposition protesters who had burned tires on the road.",0,1538773395,MLI
1884120,466,MLI2285,2285,20-Sep-18,2018,1,Battle-No change of territory,Military Forces of France,,8,Islamic State (Greater Sahara),,2,28,Western Africa,Mali,Gao,Menaka,Menaka,In Nazour,15.862,2.1074,2,Menastream; Kibaru,Other-Subnational,"On September 20, French Barkhane forces carried out a combined air-ground operation against presumed ISGS militants aboard motorbikes near In Nazour (Inazole). The operation was intiated by airstrike follwed by ground operation, resulting in the death of seven militants.",7,1538773395,MLI
1884121,466,MLI2286,2286,20-Sep-18,2018,1,Violence against civilians,Dogon Ethnic Militia (Mali),,4,Civilians (Mali),Fulani Ethnic Group (Mali); Herders (Mali),7,47,Western Africa,Mali,Mopti,Koro,Madougou,Naye,14.4291,-3.0361,2,Menastream,Other,"On September 20, presumed Dogon militiamen opened fire against two Fulani herdsmen near Naye, the herdsmen fled while several of their livestock were killed by gunfire.",0,1538773395,MLI
1884119,466,MLI2284,2284,19-Sep-18,2018,1,Remote violence,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Western Africa,Mali,Gao,Ansongo,Talataye,Talataye,16.5333,1.5167,2,Studio Tamani,Local,"On September 19, a child was killed and the mother severely wounded after picking up a grenade near Talataye.",1,1538773395,MLI
1884113,466,MLI2278,2278,18-Sep-18,2018,1,Battle-No change of territory,Katiba Macina,,2,Dozo Militia,,4,24,Western Africa,Mali,Mopti,Djenne,Derary,Marebougou,14.0876,-4.4289,1,Menastream,Other,"On September 18, Katiba Macina militants attacked a Dozo camp in Marebougou, forcing the Dozos to flee, one Dozo was wounded, the militants also seized livestock.",0,1538773395,MLI
1884114,466,MLI2279,2279,18-Sep-18,2018,1,Remote violence,Military Forces of France,,8,AQIM: Al Qaeda in the Islamic Maghreb,,2,28,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Akebao,16.7924,-3.2543,2,Menastream,Other,"On September 18, French forces of operation Barkhane carried out airstrikes against two technicals presumably carrying AQIM militants on the road between Timbuktu and Farach, about 23km west of Timbuktu (coded as Akebao at geoprecision 2). Casualties unknown.",0,1538773395,MLI
1884115,466,MLI2280,2280,18-Sep-18,2018,1,Remote violence,Islamic State (Greater Sahara),,2,MSA: Movement for Azawad Salvation,,3,23,Western Africa,Mali,Gao,Menaka,Menaka,Ti Dinbawi,15.3859,1.4505,2,MSA-Azawad,Local,"On September 18, two MSA militiamen including an officer were killed and three others wounded by the explosion of an IED presumably planted by ISGS militants in the area of Tidimbawen.",2,1538773395,MLI
1884116,466,MLI2281,2281,18-Sep-18,2018,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Western Africa,Mali,Koulikouro,Kolokani,Kolokani,Kolokani,13.5728,-8.0339,1,Maliweb,National,"On September 18, people took the streets in Kolokani blocking entrances to the town in protest against the bad conditions of roads, demanding them to be rehabilitated instantly.",0,1538773395,MLI
1884117,466,MLI2282,2282,18-Sep-18,2018,1,Violence against civilians,Dogon Ethnic Militia (Mali),,4,Civilians (Mali),Fulani Ethnic Group (Mali),7,47,Western Africa,Mali,Mopti,Douentza,Douentza,Ewery,14.9716,-2.92,2,Menastream,Other,"On September 18, Dogon militiamen abducted two Fulani herders in the area of Ewery, southeast of Douentza.",0,1538773395,MLI
1884118,466,MLI2283,2283,18-Sep-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Western Africa,Mali,Tombouctou,Niafunke,Dianke,Dianke,15.7265,-4.642,2,Menastream,Other,"On September 18, unknown gunmen opened fire against residents in a village between Lere and Dianke (coded as Dianke at geoprecision 2), before abducting the village chief.",0,1538773395,MLI
1884110,466,MLI2275,2275,17-Sep-18,2018,1,Remote violence,Islamist Militia (Mali),,3,Military Forces of France,,8,38,Western Africa,Mali,Gao,Ansongo,Talataye,I‐n‐Deliman,16.1506,1.4277,2,Menastream,Other,"On September 17, Islamist militants launched mortars or rockets against a position of French Barkhane forces in the area of In-Delimane without causing any casualties or material damages.",0,1538773395,MLI
1884111,466,MLI2276,2276,17-Sep-18,2018,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Menastream,Other,"On September 17, women and youth protested in Etambar, Kidal against the arrest of CMA deputy chief of staff Ibrahim Ould Handa in Bamako.",0,1538773395,MLI
1884112,466,MLI2277,2277,17-Sep-18,2018,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Western Africa,Mali,Koulikouro,Kati,Kati,Kati,12.7441,-8.0726,1,Studio Tamani,Local,"On September 17, people took the streets in Kati blocking entrances to the town in protest against the bad conditions of roads, demanding them to be rehabilitated instantly.",0,1538773395,MLI
1884107,466,MLI2272,2272,16-Sep-18,2018,1,Battle-No change of territory,Dozo Militia,Bambara Ethnic Group (Mali),4,Katiba Macina,,2,24,Western Africa,Mali,Mopti,Tenenkou,Diaka,Koumbe,14.2559,-5.1152,2,Menastream,Other,"On September 16, Bambara hunters (Dozo) attacked a Katiba Macina position near Koumbe, the militants repelled the attack and withdrew, no casualties recorded.",0,1538773395,MLI
1884108,466,MLI2273,2273,16-Sep-18,2018,2,Battle-No change of territory,Gandakoy Ethnic Militia (Mali),,4,Unidentified Armed Group (Mali),,3,34,Western Africa,Mali,Gao,Ansongo,Ouattagouna,Hourara,15.0638,0.6296,2,Fasotuloba,Local,"On September 16, it was reported that Ganda Koy militiamen had clashed with an unidentified armed group after discovering their camp about 15km from Hourara. Casualties unknown.",0,1538773395,MLI
1884109,466,MLI2274,2274,16-Sep-18,2018,1,Violence against civilians,Fulani Ethnic Militia (Mali),Herders (Mali),4,Civilians (Mali),Dogon Ethnic Group (Mali),7,47,Western Africa,Mali,Mopti,Koro,Dioungani,Dioungani,14.3156,-2.7403,2,Menastream,Other,"On September 16, Fulani militiamen attempted to assassinate two members of the Dogon community who escaped with wounds between Douna and Tonou (coded as Dioungani at geoprecision 2).",0,1538773395,MLI
1859719,466,MLI2266,2266,15-Sep-18,2018,1,Remote violence,Military Forces of France,,8,AQIM: Al Qaeda in the Islamic Maghreb,,2,28,Western Africa,Mali,Tombouctou,Tombouctou,Ber,Tin Temarine,17.9092,-1.9822,2,Twitter,Other,"On September 15, French forces of Operation Barkhane carried out an airstrike targeting presumed AQIM technicals in the area of Tin Temarine in the desert between Timbuktu and Araouane, casualties unknown.",0,1537223010,MLI
1859720,466,MLI2267,2267,15-Sep-18,2018,1,Riots/Protests,Protesters (Mali),URD: Union for the Republic and Democracy,6,,,0,60,Western Africa,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65,-8,1,TV5Monde,International,"On September 15, thousands of people took to the streets of Bamako protesting against electoral fraud and expressing support for opposition frontrunner Soumaila Cisse.",0,1537223010,MLI
1859721,466,MLI2268,2268,15-Sep-18,2018,1,Strategic development,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,Civilians (Mali),Fulani Ethnic Group (Mali),7,37,Western Africa,Mali,Mopti,Douentza,Hombori,Hombori,15.279,-1.7004,2,Twitter; Facebook,Other,"Looting: On September 15, GATIA militiamen ransacked and pillaged the market in Wamy near Hombori (coded as Hombori at geoprecision 2), a dozen members of the Fulani community arrested and motorbikes seized, those taken prisoners were released the following day.",0,1537223010,MLI
1884106,466,MLI2271,2271,14-Sep-18,2018,1,Violence against civilians,Islamist Militia (Mali),,3,Civilians (Mali),Dogon Ethnic Group (Mali),7,37,Western Africa,Mali,Mopti,Douentza,Mondoro,Tiguila,14.876,-1.8545,1,Menastream,Other,"On September 14, Islamist militants carried out a small arms assault against the Dogon village of Tiguila, killing one civilian.",1,1538773395,MLI
1859718,466,MLI2265,2265,12-Sep-18,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Mali),Herders (Mali),4,Dozo Militia,,4,44,Western Africa,Mali,Mopti,Koro,Dioungani,Sobangouma,14.182,-2.6574,2,Koro kibaru,Local,"On September 12, Fulani militiamen ambushed Dozos near Sobangouma, killing at least four Dozos and burning motorbikes.",4,1537223010,MLI
1884105,466,MLI2270,2270,12-Sep-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Western Africa,Mali,Gao,Ansongo,Ouattagouna,Hourara,15.0638,0.6296,2,Fasotuloba,Local,"On September 12, unknown gunmen killed three individuals on the outskirts of Hourara.",3,1538773395,MLI
1859717,466,MLI2264,2264,11-Sep-18,2018,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,CMA: Coordination of Movements of the Azawad,,2,23,Western Africa,Mali,Kidal,Abeibara,Tinzawatene,Tin Zaouaten,19.9625,2.8575,1,Kibaru; Walid Le Berbere,Local-Subnational,"On September 11, unknown gunmen attacked a CMA checkpoint in Tin Zaouaten, abducting two CMA combatants in the process.",0,1537223010,MLI
1859716,466,MLI2263,2263,10-Sep-18,2018,1,Riots/Protests,Rioters (Mali),CMFPR2: Coordination of Patriotic Movements and Forces for Resistance (CMA),5,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-); Military Forces of Mali (2013-) Operational Coordination Mechanism,,0,50,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7735,-3.0074,1,Studio Tamani,Subnational,"On September 10, members of CMFPR2 attempted to force their way in to the MOC camp in Timbutku to claim their participation in joint patrols, the incident triggered an altercation with MINUSMA peacekeepers with warning shots fired and a child was wounded.",0,1537223010,MLI
1884104,466,MLI2269,2269,10-Sep-18,2018,1,Remote violence,Islamist Militia (Mali),,3,Civilians (Mali),Dogon Ethnic Group (Mali),7,37,Western Africa,Mali,Mopti,Douentza,Mondoro,Tiguila,14.876,-1.8545,2,Menastream,Other,"On September 10, a rocket attack carried out by Islamist militants targeted the Dogon village of Tiguila, the rockets did not reach is target but wounded a civilian and killed three cattle.",0,1538773395,MLI
1859715,466,MLI2262,2262,9-Sep-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Military Forces of Mali (2013-) Operational Coordination Mechanism; MAA: Arab Movement of the Azawad (CMA); Arab Ethnic Group (Mali),7,37,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7735,-3.0074,1,Studio Tamani,Subnational,"On September 9, unknown gunmen shot dead MOC commander Saloum Ould MBegui in Timbuktu.",1,1537223010,MLI
1756390,466,MLI2258,2258,8-Sep-18,2018,1,Violence against civilians,Fulani Ethnic Militia (Mali),Herders (Mali),4,Civilians (Mali),Dogon Ethnic Group (Mali),7,47,Western Africa,Mali,Mopti,Koro,Dioungani,Dioungani,14.3156,-2.7403,2,Studio Tamani; Koro Kibaru,Local-Subnational,"On September 8, Fulani militiamen killed five Dogon marketgoers and wounded three others in the area of Dioungani.",5,1536611204,MLI
1756391,466,MLI2259,2259,8-Sep-18,2018,1,Violence against civilians,Dozo Militia,,4,Civilians (Mali),Fulani Ethnic Group (Mali),7,47,Western Africa,Mali,Mopti,Koro,Bamba,Komboko,14.674,-3.0616,1,Studio Tamani,Subnational,"On September 8, Dozo militiamen attacked the Fulani village of Komboko, killing more than ten and wounding several others.",10,1536611204,MLI
1866175,466,MLI2257,2257,7-Sep-18,2018,1,Battle-No change of territory,Katiba Serma,,2,Military Forces of Mali (2013-),,1,12,Western Africa,Mali,Mopti,Mopti,Boni,Boni,15.0766,-2.2198,2,Studio Tamani; Walid Le Berbere; Kibaru; Menastream,Other-Subnational,"On September 7, presumed Katiba Serma militants carried out a complex ambush against a Malian army patrol between Boni and Hombori (coded as Boni at geoprecision 2), the attack was initiated by the detonation of an IED followed by enfilading gunfire from multiple directions, two soldiers were killed and four others wounded including two severely, two vehicles were burned and three others seized as booty by the assaillants",2,1537560359,MLI
1859714,466,MLI2261,2261,6-Sep-18,2018,1,Violence against civilians,Ansar Dine,,2,Civilians (Mali),Tuareg Ethnic Group (Mali),7,27,Western Africa,Mali,Kidal,Abeibara,Abeibara,Edjerir,19.8484,1.3173,2,Twitter,Other,"On September 6, presumed Ansar Dine militants abducted two indivudals accused of collaborating with international forces in the area of Edjerir, the two were executed the following day.",2,1537223010,MLI
1756388,466,MLI2256,2256,4-Sep-18,2018,1,Remote violence,Islamist Militia (Burkina Faso),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,38,Western Africa,Mali,Gao,Menaka,Menaka,Menaka,15.9182,2.4022,1,Walid Le Berbere; VOA,Local-Regional,"On September 4, presumed Islamist militants fired mortars or rockets against the MINUSMA camp in Menaka, wounding a peacekeeper and causing significant damages.",0,1536611204,MLI
1859713,466,MLI2260,2260,2-Sep-18,2018,1,Riots/Protests,Protesters (Mali),RPM: Rally for Mali,6,,,0,60,Western Africa,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65,-8,1,Agence France Presse,International,"On September 2, thousands of people took to the streets of Bamako to express their support for the incumbent and reelected president Ibrahim Boubacar Keita.",0,1537223010,MLI
