data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1436514,562,NIR512,512,28-Dec-16,2016,2,Strategic development,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,2,AFP,International,Agreement: 30 Boko Haram fighters surrendered to the authorities in Nigers Diffa region.,0,1524053890,NER
1436835,562,NIR511,511,21-Dec-16,2016,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,AFP,International,"At least 10,000 people, including striking civil servants and traders, protested against the allegedly mismanagement of President Issoufous government and rising costs of living.",0,1524053891,NER
1438400,562,NIR510,510,24-Nov-16,2016,1,Battle-No change of territory,Military Forces of Niger (2011-) Gendarmerie,,1,Islamist Militia (Niger),,3,13,Western Africa,Niger,Tillabery,Tera,Tera,Bankilare,14.5792,0.7222,1,Xinhua News Agency - French,International,At least 2 Nigerien gendarmes were killed in an ambush of their convoy in Bankilare. Ansar Dine and AQIM have both been active in the area.,0,1524053892,NER
1438761,562,NIR509,509,19-Nov-16,2016,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,2,Maghreb Emergent (French),Regional,3 civilians were killed in a raid by Boko Haram on Wor village. The attackers also burned some huts before retreating.,3,1524053892,NER
1439175,562,NIR508,508,12-Nov-16,2016,1,Riots/Protests,Rioters (Niger),Students (Niger),5,Police Forces of Niger (2011-),,1,15,Western Africa,Niger,Maradi,Madarounfa,Mjiratawa,Maradi,13.5,7.1017,1,Radio France Internationale,International,Clashes between students and security forces over the strike of teachers which lasts for several months and the payment of their scholarship. Students burned tires and erected barricades while police responded with tear gas. Dozens of arrests and wounded among the protesters.,0,1524053892,NER
1439428,562,NIR507,507,8-Nov-16,2016,1,Battle-No change of territory,Islamic State (Greater Sahara),,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Tillabery,Bani Bangou,Bani Bangou,Bani Bangou,15.0416,2.7037,1,Agence France Presse -- English; Radio France Internationale,International,"Five soldiers were killed, three injured and four others missing following an attack on Tuesday in the town of Banibangou. Two of the attackers were also killed in the raid, and that 26 others were arrested with weapons and ammunition. The Islamic State group is said to be behind this attack.",7,1524053893,NER
1439741,562,NIR505,505,3-Nov-16,2016,2,Riots/Protests,Rioters (Niger),Students (Niger),5,Police Forces of Niger (2011-),,1,15,Western Africa,Niger,Zinder,Mirriah,Gouna,Zinder,13.65,9.1833,1,Radio France Internationale,International,"At the University of Zinder, clashes took place between students and police over the payment of scholarships and especially a steady supply of food in the university restaurant.",0,1524053893,NER
1745475,562,NIR504,504,1-Nov-16,2016,1,Battle-No change of territory,Hausa Ethnic Militia (Niger),,4,Fulani Ethnic Militia (Niger),Herders (Niger),4,44,Western Africa,Niger,Tahoua,Madaoua,Bangi,Bangi,13.6741,6.1755,1,Agence France Presse; Agence France Presse -- English,International,"At least 18 people were killed and 43 others wounded in clashes between farmers and herders near Bangui, a town in the region of Tahoua (west). 38 suspected arrested. Some days after, two persons succumbed to their injuries raising the deaths at 20.",20,1536004223,NER
1440710,562,NIR503,503,17-Oct-16,2016,1,Battle-No change of territory,Police Forces of Niger (2011-),,1,Islamic State (Greater Sahara),,2,12,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,2,Long War Journal; Agence France Presse -- English; RFI,Other-international,"Malian-based militants attacked Koutoulake prison close to Niamey which houses militants from al-Qaeda, Boko Haram and other militant groups active in the area. One attacker was killed during the attack and 2 guards injured. IS later claimed responsibility for the attack.",1,1524053894,NER
1440924,562,NIR502,502,14-Oct-16,2016,1,Battle-No change of territory,Military Forces of Niger (2011-),Private Security Forces (USA),1,AQIM: Al Qaeda in the Islamic Maghreb,,2,12,Western Africa,Niger,Tahoua,Tahoua,Abalak,Abalak,15.4638,6.2865,1,Long War Journal; Agence France Presse,Other-international,"An American aid worker with the NGO Youth with a Mission was kidnapped and two people, a bodyguard and a Nigerien national guardsman, were killed in an attack by suspected AQIM fighters in Abalak. Government sources claimed the kidnappers headed for the Malian border.",2,1524053894,NER
1441064,562,NIR500,500,12-Oct-16,2016,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,Radio France Internationale,International,Several teachers unions in Niger began a 3-day strike. Teachers also staged a march through the streets of Niamey.,0,1524053894,NER
1441106,562,NIR501,501,12-Oct-16,2016,1,Strategic development,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,,,0,20,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,2,Xinhua News Agency - French,International,"Non-violent activity: 50 Boko Haram members raided the Diffa area and robbed shops, pharmacies, health centres and other buildings. No casualties were reported however.",0,1524053894,NER
1441415,562,NIR499,499,6-Oct-16,2016,1,Battle-No change of territory,AQIM: Al Qaeda in the Islamic Maghreb,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Tahoua,Tchin-Tabarade,ZR Tchin-Tabaraden,Tassara,16.8094,5.647,2,Long War Journal; Xhinua News Agency - French,Other-international,The Nigerien government confirmed that 22 Nigerien soldiers were killed in an attack by suspected AQIM fighters on a Malian refugee camp in the Tazalit area of Tassara commune. At least one refugee was also injured and an ambulance burned. The attackers arrived in a column made up of at least 13 vehicles and a motorcycle and fled after the attack.,22,1524053894,NER
1441554,562,NIR498,498,4-Oct-16,2016,1,Riots/Protests,Rioters (Niger),Students (Niger),5,,,0,50,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,Radio France Internationale,International,Striking students from Niamey University erected barricades in front of their campus and blocked traffic to demand attention to their grievances. Police were deployed but did not engage the protesters.,0,1524053894,NER
1442260,562,NIR497,497,21-Sep-16,2016,1,Battle-No change of territory,Vigilante Militia (Niger),,4,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,24,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,2,Xinhua News Agency - French,International,3 Boko Haram members were captured by villagers after they attempted to enter their area near Diffa during the night. They were later transferred to the local gendarmerie.,3,1524053895,NER
1442631,562,NIR495,495,15-Sep-16,2016,3,Battle-No change of territory,Military Forces of Niger (2011-),Military Forces of Chad (1990-),1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,3,Xinhua News Agency - French,International,"On Sept.30, a spokesman of Nigers defense ministry claimed that 123 Boko Haram militants and 14 Nigerien soldiers have been killed in joint operations with Chadian forces in the Diffa area since the beginning of July (7 soldier and 38 Boko Haram fatalities coded in other events; new fatalities divided between July, August and September in 3 events). 29 soldiers were also wounded and 2 Boko Haram members captured.",30,1524053895,NER
1442680,562,NIR493,493,14-Sep-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),Military Forces of Chad (1990-),1,12,Western Africa,Niger,Diffa,Toumour,Toumour,Toumour,13.6669,13.1198,2,Agence France Presse -- English,International,38 Boko Haram fighters were killed in joint Nigerien/Chadian military operations around Gueskerou and Toumour between Sept.12-14 (30 fatalities coded in a previous event). 2 soldiers were lightly wounded and substantial quantities of weapons and ammunitions seized.,4,1524053895,NER
1442681,562,NIR494,494,14-Sep-16,2016,1,Remote violence,Military Forces of Niger (2011-),Military Forces of Chad (1990-),1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Niger,Diffa,Toumour,Toumour,Toumour,13.6669,13.1198,2,Xinhua News Agency - French,International,Nigerien and Chadian armed forces conducted airstrikes against Boko Haram positions ahead of a planned offensive.,0,1524053895,NER
1442732,562,NIR492,492,13-Sep-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),Military Forces of Chad (1990-),1,12,Western Africa,Niger,Diffa,Diffa,Gueskerou,Gueskerou,13.4868,12.8497,2,Agence France Presse -- English,International,38 Boko Haram fighters were killed in joint Nigerien/Chadian military operations around Gueskerou and Toumour between Sept.12-14 (30 fatalities coded in a previous event). 2 soldiers were lightly wounded and substantial quantities of weapons and ammunitions seized.,4,1524053895,NER
1442780,562,NIR489,489,12-Sep-16,2016,1,Battle-No change of territory,Military Forces of Niger (2011-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,1,Agence France Presse,International,5 Nigerien soldiers were killed and 6 others wounded in an ambush by Boko Haram fighters at Bosso in the Diffa area.,5,1524053896,NER
1442781,562,NIR490,490,12-Sep-16,2016,1,Battle-No change of territory,Military Forces of Niger (2011-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Niger,Diffa,Diffa,Gueskerou,Gueskerou,13.4868,12.8497,2,Xinhua News Agency - French,International,"After a Boko Haram attack killed 5 soldiers, the Nigerien military responded with operations in the Gueskerou and Toumour areas that killed 30 and captured 2 Boko Haram fighters and recovered a large quantity of arms and ammunition.",15,1524053896,NER
1442782,562,NIR491,491,12-Sep-16,2016,1,Battle-No change of territory,Military Forces of Niger (2011-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Niger,Diffa,Toumour,Toumour,Toumour,13.6669,13.1198,2,Xinhua News Agency - French,International,"After a Boko Haram attack killed 5 soldiers, the Nigerien military responded with operations in the Gueskerou and Toumour areas that killed 30 and captured 2 Boko Haram fighters and recovered a large quantity of arms and ammunition.",15,1524053896,NER
1442827,562,NIR488,488,11-Sep-16,2016,1,Battle-No change of territory,Unidentified Armed Group (Niger),,3,Police Forces of Niger (2011-),,1,13,Western Africa,Niger,Tillabery,Tillabery,Ayorou,Ayorou,14.7326,0.9109,2,Radio France Internationale,International,2 Malian refugees and a policeman were killed and 4 wounded in an attack on the Tabarey Barey refugee camp in the Ayorou district by unidentified assailants.,3,1524053896,NER
1443028,562,NIR486,486,8-Sep-16,2016,1,Remote violence,Military Forces of Niger (2011-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Niger,Diffa,Diffa,Baroua Gana,Baroua Gana,13.9091,13.1437,2,Agence France Presse,International,2 Nigerien soldiers were killed and 2 others injured when their vehicle hit an IED planted by suspected Boko Haram fighters near Baroua.,2,1524053896,NER
1443113,562,NIR485,485,7-Sep-16,2016,1,Violence against civilians,Koglweogo Militia,,3,Civilians (Niger),,7,37,Western Africa,Niger,Tillabery,Tillabery,Sinder,Tillabery,14.2117,1.4531,3,Agence dInformations du Burkina (French),Regional,2 people were killed and 10 others injured by the Koglweogo vigilante group from Burkina Faso who claimed to have tracked down suspected bandits to an area across the border with Niger.,2,1524053896,NER
1443112,562,NIR484,484,7-Sep-16,2016,1,Strategic development,MJRN: Movement for Justice and the Rehabilitation of Niger,,3,,,0,30,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,3,Xinhua News Agency - French,International,Formation of armed group: A new armed group called the Movement for Justice and the Rehabilitation of Niger has threatened to launch attacks in the uranium-rich west African country of Niger to protest against the marginalisation of the minority Toubou population.,0,1524053896,NER
1443425,562,NIR483,483,2-Sep-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Toumour Communal Militia (Niger),,4,24,Western Africa,Niger,Diffa,Toumour,Toumour,Toumour,13.6669,13.1198,1,Vanguard (Lagos); Deutsche Welle (Bonn),Regional-international,5 civilians were killed and 2 wounded in a Boko Haram attack on Toumour (allegedly the first in 3 months). The attackers rode into town on camels and burned buildings before treating towards Nigeria. They were opposed by locals who were armed with bows and arrows.,5,1524053896,NER
1443728,562,NIR482,482,28-Aug-16,2016,1,Riots/Protests,Rioters (Niger),,5,Police Forces of Niger (2011-),,1,15,Western Africa,Niger,Agadez,Arlit,ZR Arlit,Arlit,18.74,7.39,1,Radio France Internationale,International,Dozens of protesters were arrested and many injuries were reported after demonstrations over power shortages turned violent in Arlit.,0,1524053896,NER
1444411,562,NIR479,479,15-Aug-16,2016,3,Battle-No change of territory,Military Forces of Niger (2011-),Military Forces of Chad (1990-),1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,3,Xinhua News Agency - French,International,"On Sept.30, a spokesman of Nigers defense ministry claimed that 123 Boko Haram militants and 14 Nigerien soldiers have been killed in joint operations with Chadian forces in the Diffa area since the beginning of July (7 soldier and 38 Boko Haram fatalities coded in other events; new fatalities divided between July, August and September in 3 events). 29 soldiers were also wounded and 2 Boko Haram members captured.",31,1524053897,NER
1444412,562,NIR480,480,15-Aug-16,2016,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,NGuigmi,N Guigmi,Kimegana,14.2614,13.1516,1,Xinhua News Agency - French,International,At least 5 killed in attack attributed to Boko Haram.,5,1524053897,NER
1446141,562,NIR478,478,15-Jul-16,2016,3,Battle-No change of territory,Military Forces of Niger (2011-),Military Forces of Chad (1990-),1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,3,Xinhua News Agency - French,International,"On Sept.30, a spokesman of Nigers defense ministry claimed that 123 Boko Haram militants and 14 Nigerien soldiers have been killed in joint operations with Chadian forces in the Diffa area since the beginning of July (7 soldier and 38 Boko Haram fatalities coded in other events; new fatalities divided between July, August and September in 3 events). 29 soldiers were also wounded and 2 Boko Haram members captured.",31,1524053898,NER
1446544,562,NIR470,470,9-Jul-16,2016,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Agadez,Tchighozerine,ZR Tchirozerine,Agadez,16.97,7.99,3,Radio France Internationale,International,Thousands of protesters marched in eight regions of Niger in supporting the army fighting Boko Haram in Chad lake.,0,1524053899,NER
1446545,562,NIR471,471,9-Jul-16,2016,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,3,Radio France Internationale,International,Thousands of protesters marched in eight regions of Niger in supporting the army fighting Boko Haram in Chad lake.,0,1524053899,NER
1446546,562,NIR472,472,9-Jul-16,2016,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Dosso,Dosso,Dosso,Dosso,13.049,3.1937,3,Radio France Internationale,International,Thousands of protesters marched in eight regions of Niger in supporting the army fighting Boko Haram in Chad lake.,0,1524053899,NER
1446547,562,NIR473,473,9-Jul-16,2016,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Maradi,Madarounfa,Mjiratawa,Maradi,13.5,7.1017,3,Radio France Internationale,International,Thousands of protesters marched in eight regions of Niger in supporting the army fighting Boko Haram in Chad lake.,0,1524053899,NER
1446548,562,NIR474,474,9-Jul-16,2016,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,Radio France Internationale,International,Thousands of protesters marched in eight regions of Niger in supporting the army fighting Boko Haram in Chad lake.,0,1524053899,NER
1446549,562,NIR475,475,9-Jul-16,2016,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Tahoua,Tahoua,Tahoua,Tahoua,14.89,5.27,3,Radio France Internationale,International,Thousands of protesters marched in eight regions of Niger in supporting the army fighting Boko Haram in Chad lake.,0,1524053899,NER
1446550,562,NIR476,476,9-Jul-16,2016,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Tillabery,Tillabery,Sinder,Tillabery,14.2117,1.4531,3,Radio France Internationale,International,Thousands of protesters marched in eight regions of Niger in supporting the army fighting Boko Haram in Chad lake.,0,1524053899,NER
1446551,562,NIR477,477,9-Jul-16,2016,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Zinder,Mirriah,Gouna,Zinder,13.65,9.1833,3,Radio France Internationale,International,Thousands of protesters marched in eight regions of Niger in supporting the army fighting Boko Haram in Chad lake.,0,1524053899,NER
1447546,562,NIR469,469,21-Jun-16,2016,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),Muslim Group (Niger),7,27,Western Africa,Niger,Diffa,NGuigmi,ZR N Guigmi,Kabalewa,13.9859,12.9781,1,Xinhua General News Service,International,"Boko Haram attacked civilians during evening prayers, killing an imam and stealing food.",1,1524053902,NER
1447829,562,NIR468,468,16-Jun-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Police Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Diffa,Ngagam,13.5631,12.8587,1,Radio France Internationale; Agence France Presse; Associated Press International; Vanguard website,International,"Following government and NGO representatives visit to a refugee camp, Boko Haram attacked paramilitary police stationed nearby, killing 7 and injuring 3.",7,1524053902,NER
1448377,562,NIR467,467,8-Jun-16,2016,1,Strategic development,Military Forces of Chad (1990-),,8,Military Forces of Niger (2011-),,1,18,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,1,Agence France Presse - English; Radio France Internationale,International,"Movement of forces: The first of an expected 2,000 Chadian troops began arriving in Niger to assist the fight against Boko Haram, as Nigerien special forces also moved into the area.",0,1524053903,NER
1448495,562,NIR466,466,6-Jun-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053903,NER
1448621,562,NIR465,465,4-Jun-16,2016,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,Agence France Presse,International,Protesters marched in solidarity with the southeast of the country after recent Boko Haram attacks.,0,1524053903,NER
1448676,562,NIR464,464,3-Jun-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),Military Forces of Nigeria (2015-),1,12,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,1,Agence France Presse - English; Agence France Presse; Jeune Afrique,International,"Hundreds of Boko Haram fighters attacked a military post, killing 24 Nigerien and 2 Nigerian soldiers and wounding 112. 55 Boko Haram killed.",81,1524053903,NER
1448845,562,NIR463,463,31-May-16,2016,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,2,Agence France Presse,International,At least 9 civilians killed and 13 injured in Boko Haram attack.,9,1524053903,NER
1449107,562,NIR461,461,27-May-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,1,Associated Press International; Xinhua News Agency - French,International,"Boko Haram attacked military post, injured three soldiers. 10 militants killed.",10,1524053903,NER
1449580,562,NIR460,460,19-May-16,2016,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,2,Africa News; Agence France Presse - English,Regional-international,"Boko Haram attacked a village near Bosso, killing six and wounding seven.",6,1524053904,NER
1450339,562,NIR457,457,7-May-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,NGuigmi,N Guigmi,N Guigmi,14.2495,13.1092,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053904,NER
1450583,562,NIR456,456,3-May-16,2016,1,Remote violence,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,2,UNOCHA,Other,Mine explosion reported involving Boko Haram on the road between Ngaroua and Garin Dogo; casualties unknown.,0,1524053905,NER
1450652,562,NIR454,454,2-May-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053905,NER
1450653,562,NIR455,455,2-May-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Diffa,Ngarwa-Koura,13.379,12.7569,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053905,NER
1450718,562,NIR453,453,1-May-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Diffa,Dewa,13.4167,12.8167,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053905,NER
1450872,562,NIR452,452,28-Apr-16,2016,1,Battle-No change of territory,Ansar Dine,MUJAO: Movement for Unity and Jihad in West Africa,2,Military Forces of Niger (2011-) Gendarmerie,,1,12,Western Africa,Niger,Tahoua,Tahoua,Tahoua,Tahoua,14.89,5.27,1,Jeune Afrique,Regional,One gendarme killed and two injured in attack by Ansar Dine and/or MUJAO.,1,1524053905,NER
1451464,562,NIR450,450,19-Apr-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,NGuigmi,N Guigmi,N Guigmi,14.2495,13.1092,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053905,NER
1451821,562,NIR449,449,14-Apr-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Diffa,Ngarwa-Koura,13.379,12.7569,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053906,NER
1451881,562,NIR448,448,13-Apr-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Diffa,Ngarwa-Koura,13.379,12.7569,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053906,NER
1451946,562,NIR446,446,12-Apr-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Diffa,Assaga,13.294,12.6748,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053906,NER
1451947,562,NIR447,447,12-Apr-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Bosso,Boula Gana,13.6765,13.2347,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053906,NER
1452009,562,NIR445,445,11-Apr-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053906,NER
1452081,562,NIR444,444,10-Apr-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Maine Soroa,Maine Soroa,Boulari,13.1204,12.2468,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053906,NER
1452371,562,NIR442,442,5-Apr-16,2016,1,Remote violence,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,2,UNOCHA,Other,Mine explosion reported involving Boko Haram on the road between Ngaroua and Garin Dogo; casualties unknown.,0,1524053906,NER
1452372,562,NIR443,443,5-Apr-16,2016,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Diffa,Diffa,Ngarwa-Koura,13.379,12.7569,1,Xinhua News Agency - French; UNOCHA,Other-international,"Double suicide bombing by Boko Haram killed at least 3 civilians and injured several, likely near Ngaroua village.",3,1524053906,NER
1452657,562,NIR441,441,1-Apr-16,2016,1,Battle-No change of territory,Military Forces of Niger (2011-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,2,Xinhua News Agency - French,International,4 Boko Haram fighters were killed and 3 captured during a fight with Nigerien security forces. This followed an ambush of Nigerien security forces the day before in the same area.,4,1524053906,NER
1452774,562,NIR440,440,30-Mar-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,2,Agence France Presse - English; Xinhua General News Service,International,"Six soldiers killed and three wounded in attack by Boko Haram. ""Major ground and aerial operation"" launched in response.",6,1524053906,NER
1452838,562,NIR439,439,29-Mar-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053906,NER
1453278,562,NIR438,438,22-Mar-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053907,NER
1453376,562,NIR437,437,20-Mar-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Diffa,Assaga,13.294,12.6748,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1524053907,NER
1453542,562,NIR436,436,17-Mar-16,2016,1,Battle-No change of territory,AQIM: Al Qaeda in the Islamic Maghreb,,2,Police Forces of Niger (2011-),,1,12,Western Africa,Niger,Tillabery,Tillabery,Dolbel,Dolbel,14.6119,0.2764,1,Agence France Presse - English; Radio France Internationale; Jeune Afrique,International,"Gunmen believed to be with AQIM shot dead three policemen. Security forces responded, injuring and perhaps killing some attackers.",3,1524053907,NER
